internalCode;responsible;performanceType;createdAt
186;Juzgado;FIJA_AUDIENCIA;30/04/25
186;Juzgado;CONCILIADO;14/05/25
186;Juzgado;ARCHIVADO;14/05/25
187;Demandante;RADICADO;26/06/24
187;Juzgado;INADMITIDO;01/07/24
187;Demandante;RADICA_IMPULSO_PROCESAL;23/07/24
187;Demandante;SUBSANACION;16/08/24
187;Demandante;SUBSANACION;21/08/24
187;Juzgado;ADMITE;12/09/24
187;Demandante;RADICA_IMPULSO_PROCESAL;19/09/24
187;Demandante;NOTIFICACION_PERSONAL;20/09/24
187;Demandado;CONTESTACION_DEMANDA;24/09/24
187;Juzgado;ADMITE;29/11/24
187;Juzgado;FIJA_AUDIENCIA;14/01/25
187;Juzgado;CONCILIADO;04/08/25
188;Demandante;RADICADO;24/06/24
188;Juzgado;ADMITE;26/06/24
188;Demandante;NOTIFICACION_PERSONAL;27/06/24
188;Demandado;CONTESTACION_DEMANDA;01/07/24
188;Demandante;RADICA_IMPULSO_PROCESAL;10/07/24
188;Juzgado;FIJA_AUDIENCIA;22/01/25
188;Juzgado;ADMITE;20/02/25
188;Juzgado;CONCILIADO;27/03/25
188;Juzgado;ARCHIVADO;28/03/25
189;Demandante;RADICADO;24/06/24
189;Juzgado;INADMITIDO;05/07/24
189;Demandante;SUBSANACION;15/07/24
189;Demandante;RADICA_IMPULSO_PROCESAL;18/07/24
189;Demandante;RADICA_IMPULSO_PROCESAL;29/08/24
189;Juzgado;ADMITE;09/09/24
189;Demandado;CONTESTACION_DEMANDA;25/09/24
189;Demandante;NOTIFICACION_PERSONAL;28/10/24
189;Demandante;RADICA_IMPULSO_PROCESAL;20/05/25
189;Juzgado;FIJA_AUDIENCIA;09/07/25
189;Juzgado;CONCILIADO;30/07/25
189;Juzgado;ARCHIVADO;30/07/25
190;Demandante;RADICADO;28/06/24
190;Juzgado;ADMITE;25/07/24
190;Demandante;NOTIFICACION_PERSONAL;25/07/24
190;Juzgado;INADMITE_CONTESTACION;11/10/24
190;Juzgado;CONCILIADO;22/05/25
191;Demandante;RADICADO;12/07/24
191;Juzgado;INADMITIDO;19/07/24
191;Demandante;SUBSANACION;29/07/24
191;Juzgado;ADMITE;09/08/24
191;Demandante;NOTIFICACION_PERSONAL;14/08/24
191;Demandado;CONTESTACION_DEMANDA;29/08/24
191;Juzgado;FIJA_AUDIENCIA;12/09/24
191;Juzgado;ADMITE;12/09/24
191;Juzgado;FIJA_AUDIENCIA;31/10/24
191;Juzgado;ADMITE;31/10/24
191;Juzgado;CONCILIADO;20/11/24
192;Demandante;RADICADO;26/11/24
192;Juzgado;INADMITIDO;09/12/24
192;Juzgado;ADMITE;07/02/25
192;Demandante;NOTIFICACION_PERSONAL;19/02/25
192;Juzgado;ADMITE;05/03/25
192;Juzgado;FIJA_AUDIENCIA;06/03/25
192;Juzgado;CONCILIADO;21/04/25
193;Demandante;RADICADO;12/07/24
193;Juzgado;ADMITE;15/07/24
193;Demandado;CONTESTACION_DEMANDA;31/07/24
193;Demandado;CONTESTACION_DEMANDA;01/08/24
193;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
193;Juzgado;FIJA_AUDIENCIA;07/03/25
193;Juzgado;CONCILIADO;23/07/25
194;Demandante;RADICADO;12/07/24
194;Juzgado;ADMITE;18/07/24
194;Demandante;NOTIFICACION_PERSONAL;24/07/24
194;Demandado;CONTESTACION_DEMANDA;08/08/24
194;Juzgado;FIJA_AUDIENCIA;09/08/24
194;Juzgado;CONCILIADO;21/11/24
195;Demandante;RADICADO;23/07/24
195;Juzgado;ADMITE;20/08/24
195;Demandante;NOTIFICACION_PERSONAL;27/08/24
195;Demandante;NOTIFICACION_PERSONAL;28/08/24
195;Demandado;CONTESTACION_DEMANDA;10/09/24
195;Juzgado;FIJA_AUDIENCIA;23/09/24
196;Demandante;RADICADO;17/07/24
196;Juzgado;ADMITE;06/09/24
196;Juzgado;ADMITE;31/01/25
196;Juzgado;FIJA_AUDIENCIA;31/01/25
197;Demandante;RADICADO;12/07/24
197;Juzgado;ADMITE;23/07/24
197;Demandado;CONTESTACION_DEMANDA;12/08/24
197;Juzgado;FIJA_AUDIENCIA;23/08/24
197;Juzgado;CONCILIADO;20/09/24
197;Juzgado;ARCHIVADO;24/04/25
198;Demandante;RADICADO;29/07/24
198;Juzgado;ADMITE;06/05/25
199;Demandante;RADICADO;28/10/24
199;Juzgado;ADMITE;13/11/24
199;Demandante;NOTIFICACION_PERSONAL;21/11/24
199;Demandado;CONTESTACION_DEMANDA;06/12/24
199;Juzgado;ADMITE;31/01/25
199;Juzgado;CONCILIADO;18/09/25
200;Demandante;RADICADO;22/07/24
200;Juzgado;ADMITE;18/02/25
200;Demandante;NOTIFICACION_PERSONAL;18/02/25
200;Demandante;NOTIFICACION_PERSONAL;19/02/25
200;Juzgado;FIJA_AUDIENCIA;02/04/25
201;Demandante;RADICADO;20/08/24
201;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
201;Juzgado;INADMITIDO;14/03/25
201;Demandante;SUBSANACION;21/03/25
201;Juzgado;ADMITE;07/04/25
201;Demandado;CONTESTACION_DEMANDA;07/05/25
201;Juzgado;ADMITE;20/06/25
201;Juzgado;FIJA_AUDIENCIA;20/06/25
201;Juzgado;FIJA_AUDIENCIA;20/08/25
202;Demandante;RADICADO;29/07/24
202;Juzgado;INADMITIDO;12/09/24
202;Demandante;SUBSANACION;24/09/24
202;Demandante;RADICA_IMPULSO_PROCESAL;06/10/24
202;Juzgado;ADMITE;22/10/24
202;Demandante;NOTIFICACION_PERSONAL;28/10/24
202;Demandado;CONTESTACION_DEMANDA;12/11/24
202;Juzgado;FIJA_AUDIENCIA;31/01/25
202;Demandante;RADICA_IMPULSO_PROCESAL;19/05/25
202;Juzgado;CONCILIADO;10/09/25
203;Demandante;RADICADO;23/07/24
203;Juzgado;ADMITE;29/07/24
203;Demandante;NOTIFICACION_PERSONAL;02/08/24
203;Demandado;CONTESTACION_DEMANDA;16/08/24
203;Demandante;RADICA_IMPULSO_PROCESAL;03/09/24
203;Juzgado;FIJA_AUDIENCIA;09/09/24
203;Juzgado;FIJA_AUDIENCIA;18/11/24
203;Juzgado;CONCILIADO;18/11/24
204;NA;INADMITIDO;NA
205;NA;INADMITIDO;NA
206;Demandante;RADICADO;26/07/24
206;Juzgado;ADMITE;06/08/24
206;Demandado;CONTESTACION_DEMANDA;27/08/24
206;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
206;Juzgado;FIJA_AUDIENCIA;07/03/25
206;Juzgado;CONCILIADO;23/07/25
207;Demandante;RADICADO;26/07/24
207;Juzgado;ADMITE;13/11/24
207;Demandante;NOTIFICACION_PERSONAL;14/11/24
207;Juzgado;ADMITE;19/09/25
207;Juzgado;FIJA_AUDIENCIA;05/02/25
208;Demandante;RADICADO;29/07/24
208;Juzgado;ADMITE;19/09/24
208;Juzgado;INADMITIDO;19/09/24
208;Demandante;NOTIFICACION_PERSONAL;02/10/24
208;Juzgado;INADMITE_CONTESTACION;14/01/25
208;Demandante;SUBSANACION;14/01/25
208;Juzgado;FIJA_AUDIENCIA;07/02/25
209;Demandante;RADICADO;13/08/24
209;Juzgado;ADMITE;27/08/24
209;Juzgado;FIJA_AUDIENCIA;27/08/24
209;Demandante;NOTIFICACION_PERSONAL;30/08/24
209;Demandante;NOTIFICACION_PERSONAL;30/08/24
209;Demandado;CONTESTACION_DEMANDA;13/09/24
209;Juzgado;INADMITIDO;25/09/24
209;Juzgado;FIJA_AUDIENCIA;25/09/24
209;Juzgado;ADMITE;11/10/24
209;Juzgado;FIJA_AUDIENCIA;11/10/24
210;Demandante;RADICADO;29/07/24
210;Juzgado;INADMITIDO;05/09/24
210;Juzgado;FIJA_AUDIENCIA;05/09/24
210;Demandante;RETIRO_DEMANDA;17/09/24
210;Juzgado;ARCHIVADO;18/09/24
211;Demandante;RADICADO;29/07/24
211;Juzgado;ADMITE;23/08/24
211;Demandante;NOTIFICACION_PERSONAL;27/08/24
211;Juzgado;FIJA_AUDIENCIA;23/08/24
211;Juzgado;FIJA_AUDIENCIA;19/09/24
211;Juzgado;FIJA_AUDIENCIA;19/09/24
211;Juzgado;CONCILIADO;10/10/24
212;Demandante;RADICADO;26/07/24
212;Juzgado;INADMITIDO;06/09/24
212;Demandante;SUBSANACION;06/09/24
212;Juzgado;ADMITE;21/10/24
212;Juzgado;FIJA_AUDIENCIA;10/04/25
213;Demandante;RADICADO;26/07/24
213;Juzgado;INADMITIDO;05/08/24
213;Demandante;SUBSANACION;12/08/24
213;Juzgado;ADMITE;26/08/24
213;Demandado;CONTESTACION_DEMANDA;09/09/24
213;Juzgado;FIJA_AUDIENCIA;27/09/24
213;Juzgado;CONCILIADO;11/07/25
213;Juzgado;ARCHIVADO;18/07/25
214;Demandante;RADICADO;29/07/24
214;Juzgado;INADMITIDO;20/02/25
214;Juzgado;ADMITE;09/04/25
215;Demandante;RADICADO;29/07/24
215;Demandante;RADICA_IMPULSO_PROCESAL;29/08/24
215;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
215;Juzgado;INADMITIDO;27/01/25
215;Demandante;SUBSANACION;31/01/25
215;Demandante;RADICA_IMPULSO_PROCESAL;06/05/25
216;Demandante;RADICADO;26/07/24
216;Juzgado;ADMITE;18/08/24
216;Demandante;NOTIFICACION_PERSONAL;21/08/24
216;Demandado;CONTESTACION_DEMANDA;02/09/24
216;Juzgado;INADMITE_CONTESTACION;26/09/24
216;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
216;Juzgado;FIJA_AUDIENCIA;24/02/25
216;Juzgado;CONCILIADO;21/03/25
217;Demandante;RADICADO;26/07/24
217;Juzgado;INADMITIDO;01/08/24
217;Demandante;SUBSANACION;09/08/25
217;Juzgado;ADMITE;15/08/24
217;Demandante;NOTIFICACION_PERSONAL;20/08/24
217;Demandado;CONTESTACION_DEMANDA;02/09/24
217;Juzgado;INADMITE_CONTESTACION;12/09/24
217;Demandado;SUBSANACION;18/09/24
217;Juzgado;FIJA_AUDIENCIA;27/09/24
217;Juzgado;CONCILIADO;07/02/25
218;Demandante;RADICADO;26/07/24
218;Juzgado;INADMITIDO;05/08/24
218;Demandante;SUBSANACION;09/08/24
218;Juzgado;ADMITE;26/08/24
218;Demandante;NOTIFICACION_PERSONAL;28/08/24
218;Demandado;CONTESTACION_DEMANDA;10/09/24
218;Juzgado;FIJA_AUDIENCIA;27/09/24
218;Juzgado;CONCILIADO;14/07/25
219;Demandante;RADICADO;26/07/24
219;Juzgado;ADMITE;31/07/24
219;Demandante;NOTIFICACION_PERSONAL;02/08/24
219;Demandado;CONTESTACION_DEMANDA;16/08/24
219;Demandante;RADICA_IMPULSO_PROCESAL;03/09/24
219;Juzgado;FIJA_AUDIENCIA;09/09/24
219;Juzgado;CONCILIADO;15/11/24
219;Juzgado;ARCHIVADO;03/12/24
220;Demandante;RADICADO;29/07/24
220;Juzgado;INADMITIDO;02/08/25
220;Juzgado;ADMITE;27/08/24
220;Juzgado;FIJA_AUDIENCIA;28/11/24
220;Juzgado;CONCILIADO;09/12/24
221;Demandante;RADICADO;01/08/24
221;Juzgado;ADMITE;12/08/24
221;Demandante;NOTIFICACION_PERSONAL;14/08/24
221;Demandado;CONTESTACION_DEMANDA;29/08/24
221;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
221;Demandante;RADICA_IMPULSO_PROCESAL;02/05/25
221;Demandante;RADICA_IMPULSO_PROCESAL;11/08/25
222;Demandante;RADICADO;01/08/24
222;Juzgado;ADMITE;25/09/24
222;Demandante;NOTIFICACION_PERSONAL;08/10/24
222;Demandado;CONTESTACION_DEMANDA;19/12/24
222;Juzgado;INADMITE_CONTESTACION;14/01/25
222;Demandado;SUBSANACION;29/01/25
222;Juzgado;FIJA_AUDIENCIA;06/02/25
223;Demandante;RADICADO;01/08/24
223;Juzgado;ADMITE;14/08/24
223;Demandante;NOTIFICACION_PERSONAL;22/08/24
223;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
223;Juzgado;FIJA_AUDIENCIA;10/03/25
223;Juzgado;CONCILIADO;19/06/25
224;Demandante;RADICADO;01/08/24
224;Juzgado;ADMITE;14/08/24
224;Demandante;NOTIFICACION_PERSONAL;22/08/24
224;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
224;Demandante;RADICA_IMPULSO_PROCESAL;02/05/25
224;Juzgado;FIJA_AUDIENCIA;16/06/25
225;Demandante;RADICADO;01/08/24
225;Juzgado;ADMITE;05/08/24
225;Demandante;NOTIFICACION_PERSONAL;09/08/24
225;Demandado;CONTESTACION_DEMANDA;09/09/24
225;Demandante;FIJA_AUDIENCIA;09/09/24
225;Juzgado;CONCILIADO;20/11/24
225;Juzgado;ARCHIVADO;04/12/24
226;Demandante;RADICADO;31/07/24
226;Demandante;RADICA_IMPULSO_PROCESAL;06/09/24
226;Juzgado;INADMITIDO;12/09/24
226;Demandante;SUBSANACION;20/09/24
226;Demandante;NOTIFICACION_PERSONAL;28/10/24
226;Demandado;CONTESTACION_DEMANDA;13/11/24
226;Juzgado;FIJA_AUDIENCIA;21/02/25
227;Demandante;RADICADO;31/07/24
227;Juzgado;INADMITIDO;05/08/24
227;Demandante;SUBSANACION;09/08/24
227;Demandante;ADMITE;26/08/24
227;Demandado;CONTESTACION_DEMANDA;10/09/24
227;Juzgado;FIJA_AUDIENCIA;27/09/24
227;Juzgado;CONCILIADO;14/07/25
228;Demandante;RADICADO;31/07/24
228;Juzgado;INADMITIDO;05/08/24
228;Demandante;SUBSANACION;09/08/24
228;Demandante;ADMITE;26/08/24
228;Demandado;CONTESTACION_DEMANDA;10/09/24
228;Juzgado;FIJA_AUDIENCIA;22/10/24
228;Juzgado;CONCILIADO;30/07/25
229;Demandante;RADICADO;01/08/24
229;Juzgado;INADMITIDO;30/09/24
229;Juzgado;ADMITE;21/10/24
229;Demandado;CONTESTACION_DEMANDA;06/11/24
229;Juzgado;FIJA_AUDIENCIA;17/01/25
229;Juzgado;CONCILIADO;15/05/25
230;Demandante;RADICADO;01/08/24
230;Juzgado;INADMITIDO;09/09/24
230;Juzgado;ADMITE;04/10/24
230;Juzgado;FIJA_AUDIENCIA;22/11/24
230;Juzgado;CONCILIADO;26/05/25
231;Demandante;RADICADO;01/08/24
231;Juzgado;INADMITIDO;12/12/24
231;Demandante;SUBSANACION;13/01/25
231;Juzgado;ADMITE;18/02/25
231;Demandante;NOTIFICACION_PERSONAL;03/03/25
231;Demandante;RADICA_IMPULSO_PROCESAL;02/05/25
231;Demandante;RADICA_IMPULSO_PROCESAL;11/08/25
231;Juzgado;FIJA_AUDIENCIA;18/08/25
232;Demandante;RADICADO;01/08/24
232;Juzgado;INADMITIDO;15/08/24
232;Demandante;SUBSANACION;21/08/24
232;Juzgado;ADMITE;19/11/24
232;Demandante;NOTIFICACION_PERSONAL;21/11/24
232;Demandado;CONTESTACION_DEMANDA;02/12/24
232;Juzgado;FIJA_AUDIENCIA;18/06/25
232;Juzgado;CONCILIADO;19/06/25
233;Demandante;RADICADO;01/08/24
233;Demandante;RADICA_IMPULSO_PROCESAL;29/08/24
233;Demandante;RADICA_IMPULSO_PROCESAL;02/09/24
233;Juzgado;INADMITIDO;27/01/25
233;Demandante;SUBSANACION;31/01/25
233;Demandante;RADICA_IMPULSO_PROCESAL;08/05/25
234;Demandante;RADICADO;01/08/24
234;Juzgado;ADMITE;26/11/24
234;Demandante;NOTIFICACION_PERSONAL;06/12/24
234;Demandado;CONTESTACION_DEMANDA;13/12/24
234;Juzgado;FIJA_AUDIENCIA;04/07/25
235;Demandante;RADICADO;06/08/24
235;Juzgado;INADMITIDO;23/08/24
235;Demandante;SUBSANACION;28/08/24
235;Juzgado;ADMITE;27/09/24
235;Demandado;CONTESTACION_DEMANDA;17/10/24
235;Juzgado;FIJA_AUDIENCIA;29/11/24
236;Demandante;RADICADO;09/08/24
236;Juzgado;INADMITIDO;23/09/24
236;Demandante;SUBSANACION;01/10/24
236;Juzgado;ADMITE;15/10/24
236;Demandado;CONTESTACION_DEMANDA;31/10/24
236;Juzgado;FIJA_AUDIENCIA;28/01/25
236;Juzgado;CONCILIADO;04/09/25
237;Demandante;RADICADO;09/08/24
237;Juzgado;INADMITIDO;24/09/24
237;Juzgado;ADMITE;17/10/24
237;Demandado;CONTESTACION_DEMANDA;06/11/24
237;Juzgado;INADMITE_CONTESTACION;05/02/25
237;Juzgado;FIJA_AUDIENCIA;24/02/25
238;Demandante;RADICADO;09/08/24
238;Juzgado;INADMITIDO;13/08/24
238;Demandante;SUBSANACION;21/08/24
238;Juzgado;ADMITE;26/09/24
238;Demandado;CONTESTACION_DEMANDA;16/10/24
238;Juzgado;FIJA_AUDIENCIA;20/11/24
238;Juzgado;CONCILIADO;11/02/25
239;Demandante;RADICADO;12/08/24
239;Juzgado;ADMITE;15/08/24
239;Demandado;CONTESTACION_DEMANDA;05/09/24
239;Juzgado;INADMITE_CONTESTACION;23/10/24
239;Juzgado;FIJA_AUDIENCIA;15/11/24
239;Juzgado;CONCILIADO;19/09/24
240;Demandante;RADICADO;09/08/24
240;Juzgado;ADMITE;15/08/24
240;Demandante;NOTIFICACION_PERSONAL;22/08/24
240;Demandado;CONTESTACION_DEMANDA;03/09/24
240;Juzgado;FIJA_AUDIENCIA;10/10/24
240;Juzgado;CONCILIADO;22/01/25
240;Juzgado;ARCHIVADO;28/01/25
241;Demandante;RADICADO;09/08/24
241;Juzgado;ADMITE;03/09/24
241;Demandante;NOTIFICACION_PERSONAL;03/09/24
241;Juzgado;FIJA_AUDIENCIA;02/10/24
241;Juzgado;CONCILIADO;09/12/24
241;Juzgado;ARCHIVADO;17/09/25
242;Demandante;RADICADO;09/08/24
242;Juzgado;INADMITIDO;13/08/24
242;Demandante;SUBSANACION;21/08/24
242;Juzgado;ADMITE;24/09/24
242;Demandado;CONTESTACION_DEMANDA;16/10/24
242;Juzgado;FIJA_AUDIENCIA;15/11/24
242;Juzgado;CONCILIADO;31/01/25
243;Demandante;RADICADO;09/08/24
243;Juzgado;ADMITE;15/08/24
243;Demandado;CONTESTACION_DEMANDA;03/09/24
243;Juzgado;FIJA_AUDIENCIA;10/10/24
243;Juzgado;CONCILIADO;11/12/24
243;Juzgado;ARCHIVADO;19/12/24
244;Demandante;RADICADO;12/08/24
244;Juzgado;ADMITE;15/08/24
244;Demandado;CONTESTACION_DEMANDA;05/09/24
244;Juzgado;FIJA_AUDIENCIA;27/09/24
244;Juzgado;CONCILIADO;16/07/25
245;Demandante;RADICADO;21/08/24
245;Juzgado;ADMITE;25/10/24
245;Demandado;CONTESTACION_DEMANDA;15/11/24
245;Demandante;RADICA_IMPULSO_PROCESAL;11/08/25
246;Demandante;RADICADO;16/08/24
246;Juzgado;INADMITIDO;25/09/24
246;Demandante;SUBSANACION;03/10/24
246;Juzgado;ADMITE;28/01/25
246;Juzgado;NOTIFICACION_PERSONAL;27/02/25
246;Demandado;CONTESTACION_DEMANDA;27/02/25
246;Juzgado;FIJA_AUDIENCIA;28/02/25
246;Juzgado;CONCILIADO;21/04/25
247;Demandante;RADICADO;16/08/24
247;Juzgado;INADMITIDO;16/08/24
247;Demandante;SUBSANACION;21/08/24
247;Juzgado;ADMITE;21/08/24
247;Demandante;NOTIFICACION_PERSONAL;27/08/24
247;Demandado;CONTESTACION_DEMANDA;10/09/24
247;Juzgado;FIJA_AUDIENCIA;11/09/24
247;Juzgado;CONCILIADO;24/01/25
248;Demandante;RADICADO;16/08/24
248;Juzgado;ADMITE;16/01/25
248;Demandante;NOTIFICACION_PERSONAL;03/03/25
248;Demandado;CONTESTACION_DEMANDA;18/03/25
248;Juzgado;FIJA_AUDIENCIA;10/07/25
248;Juzgado;CONCILIADO;28/07/25
249;Demandante;RADICADO;25/09/25
250;Demandante;RADICADO;25/09/25
251;Demandante;RADICADO;20/08/24
251;Juzgado;INADMITIDO;11/09/24
251;Demandante;SUBSANACION;16/09/24
251;Juzgado;ADMITE;13/11/24
251;Demandante;NOTIFICACION_PERSONAL;21/11/24
251;Juzgado;FIJA_AUDIENCIA;12/02/25
251;Juzgado;CONCILIADO;12/05/25
252;Demandante;RADICADO;16/08/24
252;Juzgado;ADMITE;10/09/24
252;Demandante;NOTIFICACION_PERSONAL;16/09/24
252;Demandado;CONTESTACION_DEMANDA;30/09/24
252;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
252;Juzgado;FIJA_AUDIENCIA;21/02/25
252;Juzgado;CONCILIADO;26/03/25
253;Juzgado;ARCHIVADO;21/01/25
254;Demandante;RADICADO;16/08/24
254;Juzgado;ADMITE;03/09/24
254;Juzgado;FIJA_AUDIENCIA;03/10/24
254;Juzgado;CONTESTACION_DEMANDA;11/12/24
255;Demandante;RADICADO;27/08/24
255;Juzgado;FIJA_AUDIENCIA;18/09/24
255;Juzgado;CONCILIADO;20/08/25
256;Demandante;RADICADO;23/08/24
256;Juzgado;ADMITE;30/08/24
256;Demandado;CONTESTACION_DEMANDA;18/09/24
256;Juzgado;FIJA_AUDIENCIA;16/10/24
256;Juzgado;CONCILIADO;28/11/24
257;Demandante;RADICADO;23/08/24
257;Juzgado;ADMITE;18/02/25
257;Demandante;NOTIFICACION_PERSONAL;05/03/25
257;Juzgado;CONTESTACION_DEMANDA;19/03/25
257;Juzgado;FIJA_AUDIENCIA;02/04/25
258;Demandante;RADICADO;23/08/24
258;Juzgado;INADMITIDO;16/09/24
258;Demandante;SUBSANACION;25/09/24
258;Juzgado;ADMITE;19/11/24
258;Demandado;CONTESTACION_DEMANDA;09/12/24
258;Juzgado;FIJA_AUDIENCIA;04/02/25
259;Juzgado;ARCHIVADO;15/10/24
260;Demandante;RADICADO;23/08/24
260;Juzgado;ADMITE;25/10/24
260;Demandante;NOTIFICACION_PERSONAL;25/11/24
260;Juzgado;CONTESTACION_DEMANDA;25/11/24
260;Juzgado;FIJA_AUDIENCIA;18/07/25
261;Demandante;RADICADO;23/08/24
261;Juzgado;INADMITIDO;25/09/24
261;Demandante;SUBSANACION;04/10/24
261;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
262;Demandante;RADICADO;30/08/24
262;Juzgado;INADMITIDO;03/09/24
262;Juzgado;ADMITE;13/09/24
262;Demandante;NOTIFICACION_PERSONAL;20/09/24
262;Demandado;CONTESTACION_DEMANDA;10/10/24
262;Juzgado;FIJA_AUDIENCIA;16/10/24
262;Juzgado;CONCILIADO;30/01/25
263;Demandante;RADICADO;20/10/24
263;Juzgado;ADMITE;31/10/24
263;Juzgado;NOTIFICACION_PERSONAL;06/11/24
263;Demandado;CONTESTACION_DEMANDA;19/11/24
263;Juzgado;FIJA_AUDIENCIA;27/11/24
263;Juzgado;CONCILIADO;31/01/25
264;Demandante;RADICADO;25/09/24
264;Juzgado;ADMITE;09/10/24
264;Juzgado;INADMITE_CONTESTACION;06/03/25
264;Juzgado;FIJA_AUDIENCIA;15/07/25
264;Juzgado;FIJA_AUDIENCIA;26/08/24
264;Juzgado;CONCILIADO;10/10/24
265;Demandante;RADICADO;10/10/24
265;Juzgado;INADMITIDO;06/12/24
265;Juzgado;ADMITE;15/01/25
266;Demandante;RADICADO;10/10/24
266;Juzgado;INADMITIDO;12/06/24
266;Juzgado;ADMITE;16/01/25
267;Demandante;RADICADO;25/09/24
267;Juzgado;ADMITE;30/10/24
267;Juzgado;FIJA_AUDIENCIA;06/06/25
267;Juzgado;CONCILIADO;25/08/25
268;Demandante;RADICADO;17/09/24
268;Juzgado;ADMITE;20/09/24
268;Juzgado;FIJA_AUDIENCIA;18/07/25
268;Juzgado;FIJA_AUDIENCIA;16/09/25
269;Demandante;RADICADO;26/09/24
269;Juzgado;ADMITE;18/11/24
269;Juzgado;FIJA_AUDIENCIA;03/06/25
269;Juzgado;CONCILIADO;28/08/25
270;Demandante;RADICADO;17/09/24
270;Juzgado;ADMITE;01/11/24
270;Demandado;CONTESTACION_DEMANDA;19/11/24
270;Juzgado;FIJA_AUDIENCIA;06/02/25
270;Juzgado;CONCILIADO;NA
271;Demandante;RADICADO;17/09/24
271;Juzgado;ADMITE;23/09/24
271;Demandado;CONTESTACION_DEMANDA;15/10/24
271;Juzgado;FIJA_AUDIENCIA;18/10/24
271;Juzgado;CONCILIADO;28/11/24
272;Demandante;RADICADO;16/09/24
272;Juzgado;ADMITE;17/09/24
272;Demandante;NOTIFICACION_PERSONAL;09/10/24
272;Demandado;CONTESTACION_DEMANDA;16/10/24
272;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
272;Juzgado;FIJA_AUDIENCIA;08/04/25
272;Juzgado;FIJA_AUDIENCIA;29/05/25
273;Demandante;RADICADO;25/09/24
273;Juzgado;ADMITE;15/10/24
273;Juzgado;FIJA_AUDIENCIA;23/01/25
273;Juzgado;FIJA_AUDIENCIA;22/07/25
273;Juzgado;CONCILIADO;22/08/25
274;Demandante;RADICADO;16/09/24
274;Juzgado;INADMITIDO;17/10/24
274;Demandante;SUBSANACION;23/10/24
274;Juzgado;ADMITE;01/11/24
274;Demandante;NOTIFICACION_PERSONAL;15/11/24
274;Demandado;CONTESTACION_DEMANDA;20/11/24
274;Juzgado;FIJA_AUDIENCIA;09/05/25
274;Juzgado;FIJA_AUDIENCIA;21/07/25
275;Demandante;RADICADO;16/09/24
275;Juzgado;INADMITIDO;19/09/24
275;Demandante;SUBSANACION;27/09/24
275;Juzgado;ADMITE;07/10/24
275;Juzgado;NOTIFICACION_PERSONAL;22/10/24
275;Demandado;CONTESTACION_DEMANDA;24/10/24
275;Juzgado;FIJA_AUDIENCIA;08/11/24
275;Juzgado;CONCILIADO;28/03/25
276;Demandante;RADICADO;16/09/24
276;Demandante;RADICA_IMPULSO_PROCESAL;20/01/25
276;Juzgado;ADMITE;11/03/25
276;Juzgado;NOTIFICACION_PERSONAL;12/03/25
276;Demandado;CONTESTACION_DEMANDA;26/03/25
276;Demandante;RADICA_IMPULSO_PROCESAL;24/04/25
277;Demandante;RADICADO;16/09/24
277;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
277;Juzgado;ADMITE;16/01/25
277;Demandante;NOTIFICACION_PERSONAL;03/03/25
277;Demandado;CONTESTACION_DEMANDA;18/03/25
277;Juzgado;FIJA_AUDIENCIA;09/07/25
277;Juzgado;CONCILIADO;28/07/25
278;Demandante;RADICADO;15/10/24
278;Juzgado;INADMITIDO;21/10/24
278;Demandante;SUBSANACION;25/10/24
278;Juzgado;ADMITE;05/11/24
278;Demandante;NOTIFICACION_PERSONAL;12/11/24
278;Demandado;CONTESTACION_DEMANDA;25/11/24
278;Juzgado;FIJA_AUDIENCIA;18/12/24
278;Juzgado;CONCILIADO;30/01/25
279;Demandante;RADICADO;17/10/24
279;Juzgado;ADMITE;04/12/24
279;Demandante;NOTIFICACION_PERSONAL;10/12/24
279;Demandado;CONTESTACION_DEMANDA;13/01/25
279;Juzgado;FIJA_AUDIENCIA;07/02/25
279;Juzgado;CONCILIADO;19/09/25
280;Demandante;RADICADO;17/09/24
280;Juzgado;ADMITE;28/10/24
280;Demandado;CONTESTACION_DEMANDA;15/11/24
280;Juzgado;FIJA_AUDIENCIA;28/01/25
280;Juzgado;FIJA_AUDIENCIA;14/02/25
280;Juzgado;CONCILIADO;06/03/25
281;Demandante;RADICADO;17/09/24
281;Juzgado;ADMITE;27/09/24
281;Demandante;NOTIFICACION_PERSONAL;08/10/24
281;Demandado;CONTESTACION_DEMANDA;17/10/24
281;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
281;Juzgado;FIJA_AUDIENCIA;17/03/25
281;Juzgado;CONCILIADO;17/09/25
282;Demandante;RADICADO;17/09/24
282;Juzgado;INADMITIDO;09/10/24
282;Demandante;SUBSANACION;18/10/24
282;Juzgado;ADMITE;13/12/24
